member_id,signup_date,cohort_month,total_orders,total_revenue,avg_aov,category_mix,membership_type,region,acquisition_channel,months_active
TM101992,2025-08-04,2025-08,7,406.96,58.14,Pantry:38.3|Snacks:13.8|Vitamins:16.2|Beauty:12.9|Fresh:1.0|Beverages:11.4|Household:6.4,Annual,Midwest,SEM,2
TM101993,2025-08-18,2025-08,4,272.6,68.15,Pantry:31.5|Snacks:20.6|Vitamins:20.1|Beauty:9.7|Fresh:2.9|Beverages:9.4|Household:5.8,Annual,Northeast,Email,1
TM101994,2025-08-24,2025-08,32,2016.22,63.01,Pantry:35.2|Snacks:21.0|Vitamins:16.5|Beauty:5.6|Fresh:2.0|Beverages:7.8|Household:11.8,Annual,Southwest,Referral,8
TM101995,2025-08-27,2025-08,10,531.38,53.14,Pantry:39.9|Snacks:12.2|Vitamins:9.9|Beauty:17.1|Fresh:0.4|Beverages:10.7|Household:9.8,Monthly,Southeast,Influencer,3
TM101996,2025-08-13,2025-08,12,746.82,62.24,Pantry:40.5|Snacks:13.4|Vitamins:13.4|Beauty:7.0|Fresh:2.0|Beverages:14.6|Household:9.1,Monthly,West,Organic,3
TM101997,2025-08-28,2025-08,10,608.24,60.82,Pantry:32.6|Snacks:16.6|Vitamins:21.5|Beauty:6.9|Fresh:1.3|Beverages:11.2|Household:9.9,Annual,West,Email,3
TM101998,2025-08-08,2025-08,29,1880.04,64.83,Pantry:39.6|Snacks:22.7|Vitamins:6.9|Beauty:10.2|Fresh:3.0|Beverages:10.5|Household:7.2,Annual,Northeast,Organic,6
TM101999,2025-08-05,2025-08,11,706.2,64.2,Pantry:31.3|Snacks:19.6|Vitamins:11.0|Beauty:13.9|Fresh:1.8|Beverages:12.2|Household:10.3,Monthly,West,Organic,3
TM102000,2025-08-07,2025-08,34,2249.56,66.16,Pantry:38.2|Snacks:15.3|Vitamins:11.5|Beauty:13.0|Fresh:3.7|Beverages:14.2|Household:4.2,Annual,West,Referral,7
TM102001,2025-08-14,2025-08,33,2005.05,60.76,Pantry:34.2|Snacks:13.5|Vitamins:12.1|Beauty:15.7|Fresh:3.8|Beverages:11.0|Household:9.7,Annual,Midwest,SEM,6
TM102002,2025-08-15,2025-08,27,1770.04,65.56,Pantry:38.3|Snacks:19.0|Vitamins:13.3|Beauty:6.9|Fresh:1.5|Beverages:12.2|Household:8.9,Annual,West,Referral,6
TM102003,2025-08-04,2025-08,34,2109.21,62.04,Pantry:39.5|Snacks:17.6|Vitamins:18.1|Beauty:10.2|Fresh:3.9|Beverages:6.8|Household:3.8,Annual,West,Email,6
TM102004,2025-08-07,2025-08,13,873.07,67.16,Pantry:36.9|Snacks:20.9|Vitamins:9.1|Beauty:6.0|Fresh:2.9|Beverages:12.1|Household:12.1,Monthly,Midwest,Organic,3
TM102005,2025-08-26,2025-08,3,166.38,55.46,Pantry:29.5|Snacks:20.7|Vitamins:18.0|Beauty:11.3|Fresh:0.1|Beverages:16.4|Household:4.1,Annual,Northeast,Paid Social,1
TM102006,2025-08-14,2025-08,31,1920.97,61.97,Pantry:35.2|Snacks:17.9|Vitamins:11.8|Beauty:13.2|Fresh:0.2|Beverages:12.5|Household:9.3,Annual,Northeast,Email,6
TM102007,2025-08-05,2025-08,6,315.96,52.66,Pantry:45.6|Snacks:15.3|Vitamins:6.1|Beauty:7.2|Fresh:2.6|Beverages:9.3|Household:13.8,Annual,Southwest,Paid Social,1
TM102008,2025-08-06,2025-08,4,262.92,65.73,Pantry:33.9|Snacks:16.1|Vitamins:18.4|Beauty:7.4|Fresh:1.9|Beverages:14.7|Household:7.6,Annual,Midwest,Organic,1
TM102009,2025-08-24,2025-08,33,2192.06,66.43,Pantry:39.5|Snacks:19.5|Vitamins:11.4|Beauty:7.4|Fresh:3.7|Beverages:8.5|Household:10.0,Annual,West,Referral,8
TM102010,2025-08-10,2025-08,19,1088.96,57.31,Pantry:42.7|Snacks:12.5|Vitamins:12.7|Beauty:6.9|Fresh:0.5|Beverages:16.4|Household:8.3,Annual,Northeast,Paid Social,5
TM102011,2025-08-28,2025-08,17,938.83,55.23,Pantry:36.3|Snacks:17.1|Vitamins:11.0|Beauty:14.8|Fresh:0.2|Beverages:7.2|Household:13.3,Annual,West,SEM,4
TM102012,2025-08-19,2025-08,5,298.7,59.74,Pantry:41.9|Snacks:11.4|Vitamins:15.2|Beauty:7.7|Fresh:4.0|Beverages:9.5|Household:10.3,Annual,Southeast,Paid Social,1
TM102013,2025-08-25,2025-08,11,769.32,69.94,Pantry:41.0|Snacks:17.9|Vitamins:6.8|Beauty:13.3|Fresh:0.3|Beverages:11.0|Household:9.6,Monthly,Southeast,Referral,3
TM102014,2025-08-14,2025-08,14,831.93,59.42,Pantry:42.5|Snacks:14.4|Vitamins:9.9|Beauty:11.8|Fresh:1.7|Beverages:12.9|Household:6.7,Monthly,Northeast,Email,4
TM102015,2025-08-24,2025-08,12,592.08,49.34,Pantry:32.5|Snacks:18.3|Vitamins:16.3|Beauty:6.9|Fresh:4.2|Beverages:14.0|Household:7.9,Monthly,West,Influencer,3
TM102016,2025-08-24,2025-08,5,369.2,73.84,Pantry:33.4|Snacks:15.8|Vitamins:7.1|Beauty:10.1|Fresh:1.9|Beverages:17.6|Household:14.0,Annual,Southeast,Referral,1
TM102017,2025-08-10,2025-08,8,518.96,64.87,Pantry:27.0|Snacks:19.1|Vitamins:14.0|Beauty:16.0|Fresh:3.2|Beverages:10.6|Household:10.0,Monthly,Southeast,SEM,2
TM102018,2025-08-25,2025-08,26,1726.14,66.39,Pantry:34.8|Snacks:20.4|Vitamins:10.9|Beauty:12.5|Fresh:3.8|Beverages:12.7|Household:4.8,Annual,West,Referral,6
TM102019,2025-08-19,2025-08,5,314.0,62.8,Pantry:31.0|Snacks:21.0|Vitamins:13.2|Beauty:9.7|Fresh:6.0|Beverages:13.6|Household:5.5,Annual,West,Paid Social,1
TM102020,2025-08-09,2025-08,19,1219.78,64.2,Pantry:33.3|Snacks:15.9|Vitamins:13.6|Beauty:11.8|Fresh:2.0|Beverages:14.9|Household:8.6,Annual,West,Organic,4
TM102021,2025-08-21,2025-08,8,467.19,58.4,Pantry:40.5|Snacks:13.9|Vitamins:15.0|Beauty:10.1|Fresh:0.1|Beverages:13.3|Household:7.0,Monthly,Southwest,Organic,2
TM102022,2025-08-13,2025-08,19,1268.87,66.78,Pantry:46.7|Snacks:21.9|Vitamins:7.7|Beauty:12.0|Fresh:0.4|Beverages:7.0|Household:4.3,Monthly,West,Organic,4
TM102023,2025-08-22,2025-08,16,852.13,53.26,Pantry:36.2|Snacks:14.7|Vitamins:14.0|Beauty:16.3|Fresh:0.1|Beverages:12.8|Household:5.9,Annual,Northeast,Paid Social,4
TM102024,2025-08-15,2025-08,14,863.63,61.69,Pantry:29.8|Snacks:21.8|Vitamins:6.4|Beauty:11.7|Fresh:5.8|Beverages:14.4|Household:10.1,Annual,West,Organic,3
TM102025,2025-08-06,2025-08,24,1595.72,66.49,Pantry:37.2|Snacks:14.2|Vitamins:13.0|Beauty:9.7|Fresh:5.5|Beverages:15.6|Household:4.9,Annual,Midwest,Referral,5
TM102026,2025-08-25,2025-08,21,1226.23,58.39,Pantry:35.0|Snacks:16.1|Vitamins:9.1|Beauty:16.8|Fresh:0.4|Beverages:13.2|Household:9.4,Annual,Midwest,Paid Social,4
TM102027,2025-08-10,2025-08,11,713.2,64.84,Pantry:37.0|Snacks:12.6|Vitamins:16.6|Beauty:14.0|Fresh:4.2|Beverages:7.2|Household:8.3,Monthly,West,Organic,3
TM102028,2025-08-17,2025-08,5,282.0,56.4,Pantry:45.2|Snacks:25.5|Vitamins:7.1|Beauty:6.3|Fresh:0.7|Beverages:7.8|Household:7.4,Monthly,Southwest,Influencer,1
TM102029,2025-08-23,2025-08,8,524.92,65.61,Pantry:33.4|Snacks:18.7|Vitamins:7.8|Beauty:11.5|Fresh:3.4|Beverages:15.3|Household:9.9,Annual,Southeast,SEM,2
TM102030,2025-08-06,2025-08,4,255.76,63.94,Pantry:30.8|Snacks:23.3|Vitamins:15.4|Beauty:10.9|Fresh:1.1|Beverages:6.4|Household:12.2,Monthly,Southwest,SEM,1
TM102031,2025-08-19,2025-08,7,378.64,54.09,Pantry:37.1|Snacks:14.1|Vitamins:13.9|Beauty:7.7|Fresh:3.1|Beverages:13.5|Household:10.5,Monthly,West,Influencer,2
TM102032,2025-08-22,2025-08,10,505.0,50.5,Pantry:30.9|Snacks:14.7|Vitamins:19.3|Beauty:15.9|Fresh:3.9|Beverages:7.1|Household:8.2,Annual,West,Influencer,2
TM102033,2025-08-03,2025-08,38,2356.47,62.01,Pantry:30.2|Snacks:20.1|Vitamins:12.5|Beauty:12.5|Fresh:3.5|Beverages:11.4|Household:9.8,Annual,Northeast,Organic,8
TM102034,2025-08-24,2025-08,16,845.17,52.82,Pantry:29.0|Snacks:19.1|Vitamins:15.2|Beauty:12.7|Fresh:1.9|Beverages:11.8|Household:10.4,Annual,West,Influencer,3
TM102035,2025-08-15,2025-08,30,1867.06,62.24,Pantry:32.8|Snacks:19.4|Vitamins:8.1|Beauty:11.3|Fresh:5.4|Beverages:9.3|Household:13.6,Annual,Midwest,Organic,6
TM102036,2025-08-26,2025-08,9,506.2,56.24,Pantry:34.3|Snacks:17.3|Vitamins:14.0|Beauty:14.1|Fresh:0.8|Beverages:7.4|Household:12.1,Monthly,West,Organic,2
TM102037,2025-08-04,2025-08,3,196.02,65.34,Pantry:33.7|Snacks:21.7|Vitamins:9.9|Beauty:16.9|Fresh:2.9|Beverages:10.5|Household:4.4,Annual,Northeast,Referral,1
TM102038,2025-08-13,2025-08,4,250.12,62.53,Pantry:34.9|Snacks:13.8|Vitamins:14.1|Beauty:16.4|Fresh:2.3|Beverages:5.9|Household:12.6,Monthly,Midwest,Organic,1
TM102039,2025-08-15,2025-08,14,742.3,53.02,Pantry:32.0|Snacks:16.8|Vitamins:17.3|Beauty:11.2|Fresh:4.9|Beverages:7.0|Household:10.8,Annual,West,Influencer,3
TM102040,2025-08-16,2025-08,11,630.99,57.36,Pantry:43.6|Snacks:12.5|Vitamins:18.6|Beauty:6.6|Fresh:4.4|Beverages:7.0|Household:7.3,Annual,Midwest,Paid Social,2
TM102041,2025-08-03,2025-08,4,227.68,56.92,Pantry:38.5|Snacks:19.0|Vitamins:6.2|Beauty:13.6|Fresh:1.9|Beverages:12.9|Household:7.8,Annual,Southwest,SEM,1
TM102042,2025-08-22,2025-08,11,692.41,62.95,Pantry:37.7|Snacks:20.2|Vitamins:13.6|Beauty:9.7|Fresh:2.1|Beverages:8.4|Household:8.3,Annual,Northeast,Paid Social,2
TM102043,2025-08-11,2025-08,25,1659.29,66.37,Pantry:33.5|Snacks:21.3|Vitamins:9.8|Beauty:8.6|Fresh:4.4|Beverages:13.4|Household:9.0,Monthly,Northeast,Referral,7
TM102044,2025-08-27,2025-08,4,258.08,64.52,Pantry:34.5|Snacks:19.8|Vitamins:12.7|Beauty:13.3|Fresh:2.8|Beverages:10.7|Household:6.2,Monthly,Southeast,Organic,1
TM102045,2025-08-01,2025-08,17,1071.23,63.01,Pantry:42.6|Snacks:13.2|Vitamins:13.3|Beauty:11.5|Fresh:0.9|Beverages:13.2|Household:5.3,Annual,Southeast,Referral,4
TM102046,2025-08-23,2025-08,4,242.36,60.59,Pantry:39.8|Snacks:15.6|Vitamins:7.7|Beauty:16.5|Fresh:0.1|Beverages:12.4|Household:8.1,Monthly,West,Paid Social,1
TM102047,2025-08-17,2025-08,26,1381.02,53.12,Pantry:40.8|Snacks:15.7|Vitamins:14.0|Beauty:6.3|Fresh:1.4|Beverages:15.3|Household:6.4,Monthly,Southwest,Influencer,6
TM102048,2025-08-06,2025-08,11,708.94,64.45,Pantry:32.1|Snacks:19.3|Vitamins:14.3|Beauty:9.9|Fresh:2.7|Beverages:10.9|Household:10.8,Annual,Southwest,Email,3
TM102049,2025-08-28,2025-08,4,205.48,51.37,Pantry:38.6|Snacks:21.8|Vitamins:9.7|Beauty:9.8|Fresh:4.2|Beverages:8.2|Household:7.7,Annual,Southeast,Paid Social,1
TM102050,2025-08-12,2025-08,4,206.32,51.58,Pantry:31.6|Snacks:19.8|Vitamins:16.9|Beauty:12.5|Fresh:1.2|Beverages:13.4|Household:4.6,Annual,West,Paid Social,1
TM102051,2025-08-11,2025-08,13,759.87,58.45,Pantry:39.3|Snacks:12.3|Vitamins:8.5|Beauty:9.4|Fresh:4.1|Beverages:14.3|Household:12.1,Monthly,Midwest,Organic,3
TM102052,2025-08-19,2025-08,23,1451.03,63.09,Pantry:39.2|Snacks:17.1|Vitamins:12.2|Beauty:7.1|Fresh:3.8|Beverages:10.6|Household:10.1,Annual,West,Email,5
TM102053,2025-08-05,2025-08,7,476.21,68.03,Pantry:39.0|Snacks:18.5|Vitamins:9.9|Beauty:10.2|Fresh:1.8|Beverages:10.3|Household:10.4,Monthly,Midwest,Organic,2
TM102054,2025-08-25,2025-08,7,364.64,52.09,Pantry:31.5|Snacks:20.8|Vitamins:13.7|Beauty:9.8|Fresh:0.1|Beverages:13.2|Household:10.9,Monthly,Northeast,Paid Social,2
TM102055,2025-08-15,2025-08,4,282.88,70.72,Pantry:36.8|Snacks:20.4|Vitamins:12.2|Beauty:12.1|Fresh:2.1|Beverages:12.5|Household:3.9,Monthly,Southwest,Organic,1
TM102056,2025-08-05,2025-08,5,347.4,69.48,Pantry:36.2|Snacks:19.4|Vitamins:14.5|Beauty:13.1|Fresh:4.5|Beverages:6.9|Household:5.5,Annual,Midwest,Email,1
TM102057,2025-08-26,2025-08,4,234.48,58.62,Pantry:34.2|Snacks:20.9|Vitamins:11.1|Beauty:7.9|Fresh:3.7|Beverages:14.8|Household:7.4,Monthly,Northeast,Influencer,1
TM102058,2025-08-02,2025-08,16,913.93,57.12,Pantry:40.6|Snacks:16.9|Vitamins:8.9|Beauty:6.4|Fresh:0.4|Beverages:13.6|Household:13.2,Annual,Southeast,Paid Social,4
TM102059,2025-08-16,2025-08,14,886.27,63.3,Pantry:41.6|Snacks:17.0|Vitamins:15.2|Beauty:5.4|Fresh:3.6|Beverages:10.4|Household:6.7,Annual,Midwest,Email,4
TM102060,2025-08-17,2025-08,21,1251.72,59.61,Pantry:28.7|Snacks:17.0|Vitamins:13.5|Beauty:12.2|Fresh:4.3|Beverages:12.3|Household:12.0,Annual,West,SEM,5
TM102061,2025-08-21,2025-08,9,486.97,54.11,Pantry:32.6|Snacks:25.4|Vitamins:16.7|Beauty:6.2|Fresh:4.6|Beverages:10.8|Household:3.8,Annual,Southwest,Influencer,2
TM102062,2025-08-19,2025-08,14,809.28,57.81,Pantry:40.0|Snacks:20.3|Vitamins:7.8|Beauty:10.6|Fresh:4.8|Beverages:12.8|Household:3.7,Annual,Midwest,Paid Social,3
TM102063,2025-08-23,2025-08,21,1273.35,60.64,Pantry:37.8|Snacks:10.8|Vitamins:16.2|Beauty:14.0|Fresh:2.5|Beverages:10.0|Household:8.7,Monthly,West,Organic,5
TM102064,2025-08-28,2025-08,10,591.06,59.11,Pantry:33.3|Snacks:13.6|Vitamins:14.8|Beauty:11.9|Fresh:4.7|Beverages:10.1|Household:11.7,Monthly,West,Email,3
TM102065,2025-08-18,2025-08,8,468.23,58.53,Pantry:34.9|Snacks:25.0|Vitamins:8.0|Beauty:10.4|Fresh:5.3|Beverages:8.2|Household:8.1,Monthly,Midwest,Organic,2
TM102066,2025-08-06,2025-08,4,270.08,67.52,Pantry:40.2|Snacks:16.7|Vitamins:14.6|Beauty:7.3|Fresh:1.7|Beverages:7.8|Household:11.6,Annual,Midwest,SEM,1
TM102067,2025-08-02,2025-08,25,1496.12,59.84,Pantry:32.6|Snacks:22.3|Vitamins:12.0|Beauty:14.6|Fresh:0.8|Beverages:11.9|Household:5.8,Annual,West,Organic,5
TM102068,2025-08-14,2025-08,3,170.19,56.73,Pantry:41.7|Snacks:15.5|Vitamins:8.9|Beauty:7.7|Fresh:0.1|Beverages:15.8|Household:10.2,Annual,Midwest,Influencer,1
TM102069,2025-08-04,2025-08,5,298.15,59.63,Pantry:38.2|Snacks:15.5|Vitamins:5.3|Beauty:13.6|Fresh:3.3|Beverages:12.8|Household:11.3,Monthly,West,Organic,1
TM102070,2025-08-02,2025-08,11,715.28,65.03,Pantry:31.9|Snacks:24.3|Vitamins:11.3|Beauty:13.7|Fresh:2.5|Beverages:10.1|Household:6.2,Monthly,West,Organic,3
TM102071,2025-08-04,2025-08,4,238.92,59.73,Pantry:37.5|Snacks:14.9|Vitamins:12.1|Beauty:13.3|Fresh:4.7|Beverages:7.0|Household:10.6,Annual,Southeast,Organic,1
TM102072,2025-08-12,2025-08,9,477.62,53.07,Pantry:34.8|Snacks:11.4|Vitamins:17.8|Beauty:5.8|Fresh:3.3|Beverages:14.3|Household:12.6,Monthly,Midwest,Paid Social,2
TM102073,2025-08-06,2025-08,4,261.96,65.49,Pantry:40.7|Snacks:16.6|Vitamins:8.7|Beauty:8.4|Fresh:4.5|Beverages:15.2|Household:5.9,Annual,Southeast,SEM,1
TM102074,2025-08-22,2025-08,19,1197.56,63.03,Pantry:41.1|Snacks:16.7|Vitamins:10.2|Beauty:5.6|Fresh:2.1|Beverages:14.8|Household:9.4,Annual,Southwest,Organic,5
TM102075,2025-08-06,2025-08,5,326.35,65.27,Pantry:31.6|Snacks:15.2|Vitamins:16.5|Beauty:13.8|Fresh:2.8|Beverages:12.6|Household:7.5,Annual,Midwest,Organic,1
TM102076,2025-08-10,2025-08,5,358.2,71.64,Pantry:35.8|Snacks:14.1|Vitamins:10.9|Beauty:17.5|Fresh:2.3|Beverages:10.7|Household:8.7,Monthly,West,Organic,1
TM102077,2025-08-12,2025-08,4,227.8,56.95,Pantry:37.9|Snacks:20.8|Vitamins:16.9|Beauty:8.2|Fresh:0.3|Beverages:7.8|Household:8.1,Annual,West,Organic,1
TM102078,2025-08-01,2025-08,42,2650.21,63.1,Pantry:40.6|Snacks:13.3|Vitamins:16.6|Beauty:13.6|Fresh:2.6|Beverages:7.6|Household:5.6,Annual,West,Organic,8
TM102079,2025-08-04,2025-08,15,783.92,52.26,Pantry:36.2|Snacks:13.5|Vitamins:16.3|Beauty:10.4|Fresh:0.5|Beverages:11.3|Household:11.9,Annual,West,Paid Social,4
TM102080,2025-08-25,2025-08,9,479.37,53.26,Pantry:33.3|Snacks:14.9|Vitamins:17.8|Beauty:13.3|Fresh:2.4|Beverages:13.5|Household:4.7,Monthly,Midwest,Paid Social,2
TM102081,2025-08-18,2025-08,10,600.83,60.08,Pantry:43.4|Snacks:14.9|Vitamins:9.6|Beauty:10.1|Fresh:5.2|Beverages:10.9|Household:5.9,Monthly,Northeast,Email,3
TM102082,2025-08-05,2025-08,15,881.72,58.78,Pantry:35.2|Snacks:20.1|Vitamins:6.7|Beauty:13.9|Fresh:5.7|Beverages:13.1|Household:5.3,Annual,Southwest,SEM,3
TM102083,2025-08-07,2025-08,37,2562.46,69.26,Pantry:35.0|Snacks:18.9|Vitamins:8.9|Beauty:12.8|Fresh:5.8|Beverages:6.3|Household:12.4,Annual,Southeast,Referral,7
TM102084,2025-08-23,2025-08,36,2298.35,63.84,Pantry:38.6|Snacks:12.0|Vitamins:11.0|Beauty:11.3|Fresh:5.6|Beverages:14.5|Household:7.0,Annual,West,Organic,7
TM102085,2025-08-21,2025-08,3,189.36,63.12,Pantry:34.8|Snacks:18.7|Vitamins:12.9|Beauty:8.6|Fresh:3.9|Beverages:9.0|Household:12.1,Monthly,Midwest,Paid Social,1
TM102086,2025-08-21,2025-08,13,665.54,51.2,Pantry:36.7|Snacks:13.0|Vitamins:18.0|Beauty:14.9|Fresh:2.5|Beverages:5.6|Household:9.3,Monthly,Southwest,Paid Social,3
TM102087,2025-08-12,2025-08,24,1640.46,68.35,Pantry:37.8|Snacks:15.8|Vitamins:16.0|Beauty:10.8|Fresh:3.3|Beverages:12.9|Household:3.4,Annual,Northeast,Referral,5
TM102088,2025-08-09,2025-08,7,450.7,64.39,Pantry:41.2|Snacks:24.4|Vitamins:10.2|Beauty:9.8|Fresh:0.3|Beverages:9.4|Household:4.8,Annual,Midwest,SEM,2
TM102089,2025-08-18,2025-08,9,551.19,61.24,Pantry:29.8|Snacks:24.6|Vitamins:12.3|Beauty:15.9|Fresh:1.0|Beverages:10.6|Household:5.9,Annual,Southwest,Organic,2
TM102090,2025-08-08,2025-08,12,879.96,73.33,Pantry:46.3|Snacks:12.5|Vitamins:7.3|Beauty:10.4|Fresh:3.1|Beverages:12.7|Household:7.7,Monthly,West,Referral,3
TM102091,2025-08-04,2025-08,5,365.5,73.1,Pantry:35.4|Snacks:20.3|Vitamins:6.8|Beauty:9.7|Fresh:4.1|Beverages:11.9|Household:11.8,Monthly,West,Referral,1
TM102092,2025-08-03,2025-08,12,733.41,61.12,Pantry:37.1|Snacks:14.1|Vitamins:18.3|Beauty:13.8|Fresh:1.0|Beverages:10.9|Household:4.8,Monthly,West,Paid Social,3
TM102093,2025-08-05,2025-08,4,206.8,51.7,Pantry:40.3|Snacks:21.7|Vitamins:6.5|Beauty:11.6|Fresh:3.7|Beverages:11.0|Household:5.1,Annual,Southwest,Paid Social,1
TM102094,2025-08-18,2025-08,13,688.75,52.98,Pantry:38.6|Snacks:20.5|Vitamins:11.8|Beauty:11.4|Fresh:1.5|Beverages:7.9|Household:8.4,Annual,West,Influencer,3
TM102095,2025-08-06,2025-08,12,569.88,47.49,Pantry:32.9|Snacks:18.7|Vitamins:12.5|Beauty:10.8|Fresh:1.9|Beverages:14.2|Household:9.1,Annual,Northeast,Influencer,2
TM102096,2025-08-03,2025-08,21,1224.5,58.31,Pantry:36.7|Snacks:21.5|Vitamins:9.7|Beauty:11.9|Fresh:0.0|Beverages:14.0|Household:6.2,Annual,West,Paid Social,6
TM102097,2025-08-06,2025-08,8,442.64,55.33,Pantry:39.0|Snacks:14.3|Vitamins:16.8|Beauty:6.3|Fresh:3.1|Beverages:7.4|Household:13.1,Annual,West,Paid Social,2
TM102098,2025-08-25,2025-08,19,1067.78,56.2,Pantry:36.9|Snacks:14.9|Vitamins:16.1|Beauty:5.8|Fresh:2.1|Beverages:13.8|Household:10.4,Annual,Midwest,SEM,4
TM102099,2025-08-28,2025-08,11,619.81,56.35,Pantry:33.2|Snacks:15.0|Vitamins:21.0|Beauty:6.3|Fresh:1.9|Beverages:7.7|Household:15.0,Annual,West,Influencer,3
TM102100,2025-08-10,2025-08,31,2130.62,68.73,Pantry:36.0|Snacks:19.2|Vitamins:10.7|Beauty:11.1|Fresh:3.0|Beverages:9.6|Household:10.3,Monthly,West,Organic,8
TM102101,2025-08-17,2025-08,4,247.52,61.88,Pantry:34.2|Snacks:17.4|Vitamins:10.7|Beauty:12.8|Fresh:1.8|Beverages:12.3|Household:10.7,Annual,Midwest,Organic,1
TM102102,2025-08-06,2025-08,13,715.16,55.01,Pantry:37.5|Snacks:20.0|Vitamins:11.1|Beauty:11.3|Fresh:2.1|Beverages:7.7|Household:10.3,Annual,Midwest,Paid Social,3
TM102103,2025-08-25,2025-08,24,1550.29,64.6,Pantry:35.9|Snacks:19.5|Vitamins:13.8|Beauty:11.4|Fresh:4.5|Beverages:8.7|Household:6.2,Annual,Northeast,Organic,5
TM102104,2025-08-17,2025-08,5,356.35,71.27,Pantry:34.4|Snacks:18.5|Vitamins:7.2|Beauty:7.6|Fresh:3.6|Beverages:15.4|Household:13.3,Annual,West,Organic,1
TM102105,2025-08-05,2025-08,11,657.23,59.75,Pantry:31.6|Snacks:20.1|Vitamins:18.2|Beauty:12.6|Fresh:3.9|Beverages:8.9|Household:4.7,Annual,Northeast,Influencer,2
TM102106,2025-08-16,2025-08,11,733.44,66.68,Pantry:40.5|Snacks:20.5|Vitamins:9.8|Beauty:8.2|Fresh:0.4|Beverages:6.4|Household:14.1,Annual,Southeast,Referral,3
TM102107,2025-08-14,2025-08,8,441.64,55.2,Pantry:40.6|Snacks:21.7|Vitamins:18.0|Beauty:7.0|Fresh:3.2|Beverages:5.7|Household:3.7,Monthly,Northeast,Influencer,2
TM102108,2025-08-23,2025-08,5,337.55,67.51,Pantry:43.8|Snacks:15.5|Vitamins:7.6|Beauty:11.0|Fresh:0.1|Beverages:15.0|Household:7.1,Monthly,Southwest,Email,1
TM102109,2025-08-12,2025-08,15,893.6,59.57,Pantry:36.2|Snacks:17.5|Vitamins:6.2|Beauty:12.6|Fresh:1.6|Beverages:17.8|Household:8.0,Annual,Southeast,Paid Social,3
TM102110,2025-08-27,2025-08,4,261.36,65.34,Pantry:34.3|Snacks:15.5|Vitamins:10.4|Beauty:12.4|Fresh:2.8|Beverages:13.0|Household:11.6,Monthly,Midwest,Organic,1
TM102111,2025-08-02,2025-08,11,601.98,54.73,Pantry:37.6|Snacks:14.6|Vitamins:18.4|Beauty:7.8|Fresh:3.5|Beverages:9.3|Household:8.8,Annual,Southeast,Influencer,3
TM102112,2025-08-23,2025-08,5,308.2,61.64,Pantry:32.5|Snacks:13.9|Vitamins:19.0|Beauty:13.1|Fresh:0.5|Beverages:7.7|Household:13.2,Annual,Southeast,SEM,1
TM102113,2025-08-12,2025-08,8,422.96,52.87,Pantry:35.7|Snacks:18.0|Vitamins:10.7|Beauty:13.6|Fresh:0.3|Beverages:10.8|Household:10.9,Monthly,Midwest,Paid Social,2
TM102114,2025-08-05,2025-08,10,547.74,54.77,Pantry:37.6|Snacks:19.4|Vitamins:11.9|Beauty:13.2|Fresh:4.2|Beverages:8.6|Household:5.1,Annual,West,Paid Social,3
TM102115,2025-08-05,2025-08,15,828.78,55.25,Pantry:29.9|Snacks:20.1|Vitamins:17.9|Beauty:8.5|Fresh:1.6|Beverages:11.5|Household:10.5,Annual,Midwest,Paid Social,4
TM102116,2025-08-15,2025-08,34,1891.55,55.63,Pantry:37.1|Snacks:20.8|Vitamins:18.3|Beauty:8.6|Fresh:0.3|Beverages:8.6|Household:6.2,Annual,Southwest,Paid Social,7
TM102117,2025-08-01,2025-08,38,2061.98,54.26,Pantry:36.7|Snacks:22.6|Vitamins:8.8|Beauty:10.0|Fresh:5.2|Beverages:12.2|Household:4.4,Annual,Midwest,Paid Social,8
TM102118,2025-08-14,2025-08,24,1671.42,69.64,Pantry:39.5|Snacks:21.0|Vitamins:6.6|Beauty:15.7|Fresh:4.1|Beverages:6.0|Household:7.0,Annual,Midwest,Referral,6
TM102119,2025-08-20,2025-08,7,389.18,55.6,Pantry:37.1|Snacks:14.5|Vitamins:19.3|Beauty:7.2|Fresh:4.5|Beverages:7.1|Household:10.3,Annual,Southeast,Paid Social,2
TM102120,2025-08-10,2025-08,8,545.01,68.13,Pantry:28.3|Snacks:13.6|Vitamins:17.5|Beauty:13.0|Fresh:4.1|Beverages:14.6|Household:8.8,Annual,Southeast,Referral,2
TM102121,2025-08-13,2025-08,17,1093.82,64.34,Pantry:41.7|Snacks:15.4|Vitamins:8.1|Beauty:17.8|Fresh:1.2|Beverages:7.9|Household:7.9,Annual,Midwest,Organic,3
TM102122,2025-08-04,2025-08,8,445.71,55.71,Pantry:31.6|Snacks:12.4|Vitamins:18.8|Beauty:7.1|Fresh:1.7|Beverages:16.2|Household:12.3,Annual,Southwest,Paid Social,2
TM102123,2025-08-09,2025-08,22,1445.51,65.7,Pantry:33.7|Snacks:23.6|Vitamins:12.6|Beauty:15.9|Fresh:1.8|Beverages:7.8|Household:4.6,Annual,Southwest,Email,5
TM102124,2025-08-03,2025-08,12,758.16,63.18,Pantry:43.9|Snacks:21.9|Vitamins:6.5|Beauty:10.4|Fresh:0.4|Beverages:8.1|Household:8.9,Annual,Southwest,Paid Social,2
