ad_id,ad_name,creative_type,persona_target,hook_text,day,impressions,clicks,CTR,CPA,conversions,frequency,spend
AD028,Anti-Inflammatory-Bundle-Static,static,dietary_need,"Fight inflammation with food not supplements",7,39200,1176,3.00,22.60,24,2.2,542.40
AD028,Anti-Inflammatory-Bundle-Static,static,dietary_need,"Fight inflammation with food not supplements",8,37500,1125,3.00,23.00,22,2.4,506.00
AD028,Anti-Inflammatory-Bundle-Static,static,dietary_need,"Fight inflammation with food not supplements",9,40100,1203,3.00,22.40,25,2.5,560.00
AD028,Anti-Inflammatory-Bundle-Static,static,dietary_need,"Fight inflammation with food not supplements",10,38200,1146,3.00,22.70,23,2.7,522.10
AD028,Anti-Inflammatory-Bundle-Static,static,dietary_need,"Fight inflammation with food not supplements",11,41500,1245,3.00,22.20,26,2.9,577.20
AD028,Anti-Inflammatory-Bundle-Static,static,dietary_need,"Fight inflammation with food not supplements",12,39500,1185,3.00,22.50,24,3.0,540.00
AD028,Anti-Inflammatory-Bundle-Static,static,dietary_need,"Fight inflammation with food not supplements",13,42200,1266,3.00,22.10,26,3.1,574.60
AD028,Anti-Inflammatory-Bundle-Static,static,dietary_need,"Fight inflammation with food not supplements",14,40800,1224,3.00,22.30,25,3.2,557.50
AD029,B-Corp-Story-Video,video,sustainability,"We're not just organic. We're B Corp certified.",1,40200,1206,3.00,22.50,24,1.0,540.00
AD029,B-Corp-Story-Video,video,sustainability,"We're not just organic. We're B Corp certified.",2,42100,1263,3.00,22.10,25,1.2,552.50
AD029,B-Corp-Story-Video,video,sustainability,"We're not just organic. We're B Corp certified.",3,44500,1335,3.00,21.80,26,1.4,566.80
AD029,B-Corp-Story-Video,video,sustainability,"We're not just organic. We're B Corp certified.",4,41800,1254,3.00,22.20,25,1.7,555.00
AD029,B-Corp-Story-Video,video,sustainability,"We're not just organic. We're B Corp certified.",5,45200,1356,3.00,21.50,27,1.9,580.50
AD029,B-Corp-Story-Video,video,sustainability,"We're not just organic. We're B Corp certified.",6,43500,1305,3.00,21.80,26,2.1,566.80
AD029,B-Corp-Story-Video,video,sustainability,"We're not just organic. We're B Corp certified.",7,46800,1404,3.00,21.30,28,2.3,596.40
AD029,B-Corp-Story-Video,video,sustainability,"We're not just organic. We're B Corp certified.",8,44200,1326,3.00,21.60,27,2.5,583.20
AD029,B-Corp-Story-Video,video,sustainability,"We're not just organic. We're B Corp certified.",9,47500,1425,3.00,21.10,28,2.6,590.80
AD029,B-Corp-Story-Video,video,sustainability,"We're not just organic. We're B Corp certified.",10,45800,1374,3.00,21.40,27,2.8,577.80
AD029,B-Corp-Story-Video,video,sustainability,"We're not just organic. We're B Corp certified.",11,48200,1446,3.00,20.90,29,3.0,606.10
AD029,B-Corp-Story-Video,video,sustainability,"We're not just organic. We're B Corp certified.",12,46500,1395,3.00,21.20,28,3.1,593.60
AD029,B-Corp-Story-Video,video,sustainability,"We're not just organic. We're B Corp certified.",13,49500,1485,3.00,20.70,30,3.2,621.00
AD029,B-Corp-Story-Video,video,sustainability,"We're not just organic. We're B Corp certified.",14,47800,1434,3.00,21.00,29,3.3,609.00
AD030,GLP1-Before-After-Carousel,carousel,glp1_health,"3 months on GLP-1 + Thrive meals: my journey",1,48500,1698,3.50,16.20,40,1.0,648.00
AD030,GLP1-Before-After-Carousel,carousel,glp1_health,"3 months on GLP-1 + Thrive meals: my journey",2,51200,1792,3.50,15.80,43,1.3,679.40
AD030,GLP1-Before-After-Carousel,carousel,glp1_health,"3 months on GLP-1 + Thrive meals: my journey",3,54500,1963,3.60,15.20,47,1.5,714.40
AD030,GLP1-Before-After-Carousel,carousel,glp1_health,"3 months on GLP-1 + Thrive meals: my journey",4,52800,1901,3.60,15.40,45,1.7,693.00
AD030,GLP1-Before-After-Carousel,carousel,glp1_health,"3 months on GLP-1 + Thrive meals: my journey",5,55200,1987,3.60,15.00,48,1.9,720.00
AD030,GLP1-Before-After-Carousel,carousel,glp1_health,"3 months on GLP-1 + Thrive meals: my journey",6,53500,1926,3.60,15.20,46,2.2,699.20
AD030,GLP1-Before-After-Carousel,carousel,glp1_health,"3 months on GLP-1 + Thrive meals: my journey",7,56800,2045,3.60,14.80,49,2.4,725.20
AD030,GLP1-Before-After-Carousel,carousel,glp1_health,"3 months on GLP-1 + Thrive meals: my journey",8,54200,1951,3.60,15.00,47,2.6,705.00
AD030,GLP1-Before-After-Carousel,carousel,glp1_health,"3 months on GLP-1 + Thrive meals: my journey",9,57500,2070,3.60,14.60,51,2.8,744.60
AD030,GLP1-Before-After-Carousel,carousel,glp1_health,"3 months on GLP-1 + Thrive meals: my journey",10,55800,2009,3.60,14.80,49,3.0,725.20
AD030,GLP1-Before-After-Carousel,carousel,glp1_health,"3 months on GLP-1 + Thrive meals: my journey",11,58200,2095,3.60,14.50,52,3.1,754.00
AD030,GLP1-Before-After-Carousel,carousel,glp1_health,"3 months on GLP-1 + Thrive meals: my journey",12,56500,2034,3.60,14.70,50,3.2,735.00
AD030,GLP1-Before-After-Carousel,carousel,glp1_health,"3 months on GLP-1 + Thrive meals: my journey",13,59800,2153,3.60,14.30,54,3.3,772.20
AD030,GLP1-Before-After-Carousel,carousel,glp1_health,"3 months on GLP-1 + Thrive meals: my journey",14,57500,2070,3.60,14.50,52,3.4,754.00
